User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
1778,Brian Miranda,nsantiago@example.net,nsantiago,1954-11-16,Male,Lake Shane,2024-03-26,2025-03-26,Annual,Visa,Manual,Regular,Books,Action,Tablet,Low,4.7,4
1779,Brian Garrett,vcobb@example.com,vcobb,2000-03-24,Female,North Samantha,2024-01-18,2025-01-17,Annual,Mastercard,Manual,Occasional,Books,Horror,Tablet,Low,3.4,0
1780,Alyssa Winters,tamara76@example.org,tamara76,1938-01-01,Male,East Jonathan,2024-03-28,2025-03-28,Monthly,Mastercard,Manual,Frequent,Electronics,Documentary,Smartphone,Low,3.6,3
1781,William Ortiz,kallen@example.net,kallen,1945-09-05,Female,Brownland,2024-01-26,2025-01-25,Annual,Amex,Manual,Occasional,Clothing,Documentary,Smartphone,Low,4.2,1
1782,Anthony Vaughn,johncarter@example.org,johncarter,1949-06-02,Male,Robertville,2024-04-03,2025-04-03,Monthly,Amex,Auto-renew,Frequent,Clothing,Drama,Tablet,Medium,3.8,1
1783,Michael Robinson,barajasmichelle@example.net,barajasmichelle,1986-06-16,Male,Strongchester,2024-01-10,2025-01-09,Annual,Amex,Auto-renew,Regular,Clothing,Horror,Smartphone,Low,4.9,6
1784,Ronald Terry,whurley@example.com,whurley,1953-05-29,Male,North Danielle,2024-04-10,2025-04-10,Annual,Visa,Auto-renew,Frequent,Clothing,Action,Smartphone,High,3.9,2
1785,Jose Callahan,brian36@example.org,brian36,1970-03-11,Male,New Kristen,2024-01-22,2025-01-21,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,High,3.9,0
1786,Don Stafford,ewright@example.com,ewright,1966-06-21,Female,East Wesley,2024-04-02,2025-04-02,Monthly,Mastercard,Auto-renew,Regular,Electronics,Documentary,Tablet,High,4.5,8
1787,Kimberly Cooper,harrisashley@example.com,harrisashley,1979-11-25,Male,East Jamestown,2024-03-03,2025-03-03,Annual,Amex,Auto-renew,Frequent,Books,Drama,Smart TV,Medium,3.8,10
1788,David Harris MD,gibsonjennifer@example.com,gibsonjennifer,1966-09-23,Male,West Daniel,2024-03-04,2025-03-04,Annual,Mastercard,Auto-renew,Occasional,Books,Horror,Smart TV,Medium,3.5,1
1789,Alicia Porter,lynchcharles@example.net,lynchcharles,2002-01-19,Male,East Christopherberg,2024-02-20,2025-02-19,Annual,Visa,Manual,Regular,Electronics,Sci-Fi,Tablet,High,3.7,5
1790,Jessica Woodard,hlarsen@example.net,hlarsen,1944-07-21,Female,Phillipshaven,2024-04-10,2025-04-10,Annual,Mastercard,Manual,Occasional,Clothing,Action,Smart TV,Low,3.3,0
1791,Mark Erickson,glang@example.org,glang,2002-08-01,Male,West Brittany,2024-01-29,2025-01-28,Monthly,Amex,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,High,4.9,8
1792,Stanley Ramirez,bryandiaz@example.com,bryandiaz,1981-10-20,Female,Blackland,2024-03-15,2025-03-15,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Smartphone,High,3.8,7
1793,Miguel Jones,williammitchell@example.org,williammitchell,1934-04-27,Male,Lake Tammy,2024-03-26,2025-03-26,Monthly,Amex,Manual,Regular,Clothing,Action,Tablet,Medium,3.1,0
1794,Dr. Jordan Spence,sray@example.com,sray,1936-02-01,Female,Courtneyshire,2024-04-09,2025-04-09,Annual,Visa,Manual,Frequent,Clothing,Horror,Tablet,Medium,3.9,0
1795,Megan Smith,diana31@example.org,diana31,1999-06-25,Female,Port Larryfort,2024-03-05,2025-03-05,Monthly,Mastercard,Auto-renew,Occasional,Books,Sci-Fi,Tablet,Low,3.2,0
1796,Christy Martinez,pmcpherson@example.org,pmcpherson,1964-01-15,Female,Ronaldberg,2024-01-18,2025-01-17,Annual,Amex,Auto-renew,Regular,Electronics,Horror,Smartphone,Medium,4.3,3
1797,Cynthia Johnson,wilsonroy@example.org,wilsonroy,1936-04-25,Male,West Elizabethland,2024-03-29,2025-03-29,Monthly,Mastercard,Manual,Frequent,Books,Drama,Smart TV,High,3.2,8
1798,Denise Estes,fmyers@example.net,fmyers,1955-07-06,Male,Aaronville,2024-03-24,2025-03-24,Annual,Amex,Manual,Frequent,Clothing,Romance,Tablet,Medium,3.1,10
1799,Jenna Massey,josephmckay@example.org,josephmckay,1943-03-05,Female,Ianmouth,2024-03-18,2025-03-18,Annual,Visa,Manual,Regular,Electronics,Documentary,Smartphone,Medium,4.0,9
1800,Erin Allen,james19@example.org,james19,1943-10-13,Female,West Ann,2024-01-27,2025-01-26,Annual,Visa,Auto-renew,Regular,Clothing,Documentary,Tablet,Medium,4.1,3
1801,Cheryl Fox,brittany32@example.com,brittany32,1963-08-09,Male,South Shelia,2024-03-27,2025-03-27,Monthly,Mastercard,Manual,Frequent,Electronics,Horror,Smartphone,Low,3.5,1
1802,David Orozco,plin@example.com,plin,1998-07-27,Female,Mikemouth,2024-03-23,2025-03-23,Annual,Visa,Auto-renew,Occasional,Clothing,Romance,Tablet,High,3.1,1
1803,Dylan Ryan,blankenshipdarren@example.net,blankenshipdarren,1985-04-05,Male,East Terryview,2024-01-09,2025-01-08,Annual,Visa,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.8,8
1804,Christina Wells,brandyyoung@example.org,brandyyoung,1987-08-30,Female,Hernandezport,2024-03-04,2025-03-04,Monthly,Visa,Manual,Regular,Electronics,Comedy,Smart TV,High,4.2,3
1805,Randy Hill,tonya13@example.net,tonya13,1972-08-02,Female,Gainesport,2024-01-31,2025-01-30,Monthly,Mastercard,Manual,Frequent,Books,Drama,Tablet,Medium,4.8,10
1806,Zachary Vasquez,danielaguirre@example.org,danielaguirre,1936-10-24,Female,South Davidhaven,2024-01-19,2025-01-18,Monthly,Visa,Manual,Occasional,Electronics,Romance,Smart TV,High,3.9,0
1807,Stephanie Wade,marymiller@example.com,marymiller,1943-10-30,Male,South Tracyside,2024-02-18,2025-02-17,Annual,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Medium,4.7,1
1808,George Webster,marieterry@example.net,marieterry,1955-05-18,Female,North Davidtown,2024-03-30,2025-03-30,Monthly,Amex,Manual,Occasional,Books,Documentary,Tablet,Low,3.8,4
1809,Jeffrey Turner,stonemaria@example.com,stonemaria,1940-12-24,Female,New Jacobport,2024-04-11,2025-04-11,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Smartphone,High,3.3,1
1810,Jerry Wilson,jeffreyallen@example.org,jeffreyallen,1983-08-12,Female,Brendafort,2024-01-21,2025-01-20,Annual,Mastercard,Auto-renew,Regular,Clothing,Comedy,Smartphone,High,3.7,9
1811,Virginia Owens,schwartzcharles@example.com,schwartzcharles,1933-10-07,Male,East Jessica,2024-04-01,2025-04-01,Annual,Amex,Manual,Frequent,Electronics,Comedy,Smart TV,High,4.5,4
1812,Sarah Mcdowell,clarkmorgan@example.org,clarkmorgan,1947-09-05,Female,Lake Amanda,2024-03-10,2025-03-10,Annual,Mastercard,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Low,3.1,10
1813,Edward Harris,wilsonjacob@example.org,wilsonjacob,1961-10-21,Male,Cookview,2024-04-05,2025-04-05,Monthly,Visa,Manual,Frequent,Books,Romance,Smartphone,Medium,4.7,10
1814,Richard Munoz,griffinkimberly@example.net,griffinkimberly,1944-07-27,Male,East Donna,2024-02-23,2025-02-22,Monthly,Amex,Auto-renew,Regular,Books,Drama,Smartphone,Low,3.7,1
1815,Jack Wong,karenwilliams@example.net,karenwilliams,1973-06-17,Male,Millermouth,2024-04-01,2025-04-01,Monthly,Visa,Manual,Frequent,Clothing,Documentary,Smartphone,High,4.1,7
1816,Valerie Schneider,timothysingleton@example.net,timothysingleton,1937-03-09,Male,Knightborough,2024-03-03,2025-03-03,Annual,Amex,Manual,Regular,Clothing,Romance,Smart TV,Low,4.4,2
1817,Jo Smith,brittany77@example.net,brittany77,1992-11-02,Male,Mcdonaldville,2024-01-05,2025-01-04,Annual,Visa,Manual,Regular,Electronics,Action,Smartphone,Medium,3.2,1
1818,Oscar Terrell,fordmonica@example.net,fordmonica,1943-05-22,Male,Benjamintown,2024-02-04,2025-02-03,Monthly,Amex,Auto-renew,Occasional,Books,Drama,Smart TV,High,3.4,2
1819,John Green,willisderrick@example.org,willisderrick,1941-07-25,Male,Sanchezside,2024-03-26,2025-03-26,Monthly,Visa,Manual,Occasional,Electronics,Drama,Smartphone,High,4.1,5
1820,Annette Green,schroederandrea@example.com,schroederandrea,1936-04-06,Female,East Tanya,2024-02-20,2025-02-19,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Smart TV,Low,4.2,3
1821,James Avery,ydixon@example.org,ydixon,1971-07-21,Female,North Jay,2024-01-10,2025-01-09,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smart TV,High,3.8,6
1822,Brandy Contreras,twhite@example.org,twhite,1986-01-25,Female,Frankburgh,2024-03-31,2025-03-31,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Smartphone,Low,3.7,8
1823,Gary Oliver,carol91@example.org,carol91,1943-02-05,Female,Lake Rachel,2024-04-09,2025-04-09,Monthly,Amex,Auto-renew,Occasional,Books,Documentary,Tablet,Medium,5.0,0
1824,John Reed,john80@example.net,john80,1942-09-01,Male,North Amy,2024-02-04,2025-02-03,Monthly,Amex,Manual,Regular,Electronics,Romance,Smartphone,Low,3.7,5
1825,Amy Harris,manuel92@example.org,manuel92,1960-09-17,Male,Port Brad,2024-03-20,2025-03-20,Monthly,Amex,Manual,Regular,Books,Drama,Smart TV,Medium,4.3,2
1826,William Warner,wreyes@example.net,wreyes,1937-06-09,Male,Port Colinchester,2024-04-07,2025-04-07,Annual,Amex,Manual,Occasional,Clothing,Sci-Fi,Smart TV,Low,4.5,0
1827,Steven Delgado,vanessakim@example.net,vanessakim,1975-10-03,Female,Myersbury,2024-02-14,2025-02-13,Monthly,Amex,Auto-renew,Regular,Clothing,Comedy,Tablet,High,4.8,7
1828,Jane Smith,spenceravila@example.net,spenceravila,1933-09-21,Female,South William,2024-04-03,2025-04-03,Monthly,Visa,Auto-renew,Occasional,Electronics,Documentary,Smartphone,Low,3.5,5
1829,Michael Hampton,aatkinson@example.com,aatkinson,1965-11-19,Female,Lawrencehaven,2024-03-15,2025-03-15,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Smart TV,Medium,3.6,8
1830,Joseph Brown,shortdavid@example.com,shortdavid,1967-05-07,Female,Williamsmouth,2024-04-14,2025-04-14,Annual,Amex,Auto-renew,Occasional,Books,Drama,Tablet,Medium,4.7,1
1831,John Newman,katherine26@example.net,katherine26,1991-12-19,Male,West Jenniferport,2024-01-18,2025-01-17,Annual,Visa,Auto-renew,Regular,Books,Sci-Fi,Smartphone,High,3.4,6
1832,Elizabeth Cantrell,josephlewis@example.net,josephlewis,1971-07-07,Male,East Valerieside,2024-04-01,2025-04-01,Monthly,Amex,Auto-renew,Regular,Books,Horror,Tablet,Low,3.2,8
1833,Brian Oliver,georgeandrea@example.org,georgeandrea,1939-08-08,Female,Teresamouth,2024-01-24,2025-01-23,Monthly,Mastercard,Manual,Regular,Books,Documentary,Smart TV,High,4.9,2
1834,Jenna Chapman,ucervantes@example.com,ucervantes,1964-06-05,Male,Bellview,2024-04-10,2025-04-10,Annual,Visa,Manual,Frequent,Electronics,Comedy,Smartphone,High,4.1,3
1835,Patricia Williams,allendenise@example.net,allendenise,1947-01-07,Male,Johnmouth,2024-04-05,2025-04-05,Monthly,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,Tablet,Low,3.6,3
1836,James Davis,jessicafernandez@example.org,jessicafernandez,1940-06-26,Male,Benitezburgh,2024-02-21,2025-02-20,Annual,Mastercard,Manual,Frequent,Electronics,Drama,Smart TV,Low,5.0,8
1837,Michelle Ross,mgraham@example.org,mgraham,1999-09-18,Female,Robertfurt,2024-02-10,2025-02-09,Monthly,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,Smart TV,Low,4.7,4
1838,Ashley Walker,dennis87@example.com,dennis87,1999-06-11,Female,New Brandiberg,2024-04-12,2025-04-12,Annual,Mastercard,Manual,Occasional,Clothing,Documentary,Tablet,High,3.7,5
1839,Kevin Miller,victoria68@example.net,victoria68,1972-10-09,Male,Port Elizabethside,2024-01-16,2025-01-15,Monthly,Mastercard,Manual,Regular,Books,Romance,Tablet,Low,3.5,10
1840,Tina Walsh,hawkinsedward@example.com,hawkinsedward,1967-09-03,Female,Moorestad,2024-02-20,2025-02-19,Monthly,Visa,Auto-renew,Frequent,Books,Documentary,Smartphone,High,4.6,7
1841,Felicia Gonzales,robertlowery@example.net,robertlowery,1968-11-06,Female,New Nathanfurt,2024-01-02,2025-01-01,Monthly,Amex,Auto-renew,Occasional,Books,Sci-Fi,Tablet,Low,3.2,9
1842,Andrew Walker,kenneth89@example.org,kenneth89,2004-06-03,Male,East Meaganview,2024-03-28,2025-03-28,Annual,Mastercard,Manual,Frequent,Clothing,Drama,Tablet,Low,4.6,10
1843,Judy Hernandez,pcampos@example.net,pcampos,1943-09-10,Male,Lindsayburgh,2024-02-16,2025-02-15,Annual,Visa,Auto-renew,Occasional,Electronics,Comedy,Smartphone,Medium,3.8,1
1844,Amanda Jefferson,hsimpson@example.org,hsimpson,1970-05-23,Female,Lake Leslie,2024-01-28,2025-01-27,Annual,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,Tablet,Low,4.3,10
1845,Laura Garner,zgregory@example.com,zgregory,1971-01-09,Female,Meyerton,2024-02-26,2025-02-25,Annual,Mastercard,Manual,Occasional,Books,Documentary,Smartphone,High,4.3,10
1846,Alexis Mueller,rebecca04@example.net,rebecca04,1964-10-12,Male,Webbville,2024-03-29,2025-03-29,Monthly,Visa,Manual,Regular,Clothing,Action,Tablet,Medium,4.2,9
1847,Anthony Roberts,hsanchez@example.net,hsanchez,1970-09-10,Female,New Nathanfurt,2024-04-12,2025-04-12,Annual,Visa,Auto-renew,Regular,Clothing,Documentary,Smart TV,Low,3.7,1
1848,Lauren Holmes,jeannemccormick@example.org,jeannemccormick,1952-12-04,Male,Chadtown,2024-01-07,2025-01-06,Annual,Mastercard,Auto-renew,Frequent,Clothing,Action,Tablet,Medium,5.0,5
1849,Cheyenne Johnson,riosolivia@example.net,riosolivia,1967-03-14,Female,South Josephfurt,2024-01-08,2025-01-07,Monthly,Mastercard,Manual,Occasional,Electronics,Horror,Smartphone,Medium,3.2,4
1850,Steven Higgins,griffindiane@example.net,griffindiane,1982-01-28,Male,Kimville,2024-04-09,2025-04-09,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smart TV,Low,3.2,7
1851,Sabrina Wells,michelle05@example.com,michelle05,1949-11-11,Female,Jordanstad,2024-03-20,2025-03-20,Annual,Mastercard,Auto-renew,Occasional,Electronics,Sci-Fi,Tablet,High,5.0,0
1852,Thomas Brooks,tonisaunders@example.com,tonisaunders,2004-11-15,Female,West Cheryl,2024-04-11,2025-04-11,Annual,Amex,Auto-renew,Occasional,Electronics,Comedy,Smartphone,Medium,4.8,9
1853,Heather Munoz,vmedina@example.org,vmedina,1964-08-05,Female,South Maryborough,2024-02-01,2025-01-31,Monthly,Visa,Manual,Frequent,Clothing,Drama,Smartphone,Low,3.9,10
1854,Anthony Webb,gilbertchelsea@example.net,gilbertchelsea,1948-04-14,Male,North Warren,2024-01-04,2025-01-03,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Horror,Tablet,High,3.8,0
1855,Cameron Watkins,oray@example.com,oray,1988-06-05,Male,Lake Kathrynport,2024-02-05,2025-02-04,Annual,Visa,Manual,Frequent,Clothing,Drama,Smartphone,Low,4.4,9
1856,Nathan Sullivan MD,ryan35@example.org,ryan35,1987-05-03,Male,Philiphaven,2024-03-31,2025-03-31,Annual,Amex,Auto-renew,Frequent,Electronics,Documentary,Smartphone,Medium,4.7,0
1857,Elizabeth Garcia,nicholssean@example.org,nicholssean,1997-02-14,Male,Walshfort,2024-03-28,2025-03-28,Monthly,Mastercard,Auto-renew,Regular,Books,Horror,Smart TV,High,3.8,7
1858,Steven Hoover,jacob74@example.com,jacob74,2004-05-23,Female,West Samanthastad,2024-02-23,2025-02-22,Monthly,Visa,Manual,Frequent,Books,Action,Smartphone,Medium,3.3,4
1859,Nicholas Ortiz,mendezkathryn@example.com,mendezkathryn,1967-01-22,Female,Salinashaven,2024-01-27,2025-01-26,Annual,Visa,Auto-renew,Regular,Books,Drama,Smart TV,Low,3.4,7
1860,Michelle Costa,angelafisher@example.org,angelafisher,1978-04-16,Female,North Brianbury,2024-04-06,2025-04-06,Monthly,Visa,Auto-renew,Frequent,Books,Action,Smartphone,High,3.0,7
1861,Dustin Gardner,steventran@example.com,steventran,1998-05-11,Male,Ryanmouth,2024-03-21,2025-03-21,Monthly,Visa,Manual,Frequent,Electronics,Action,Smart TV,High,4.7,3
1862,Jacqueline Wright,millersteven@example.net,millersteven,1997-04-11,Male,Kennedyfurt,2024-04-03,2025-04-03,Annual,Mastercard,Manual,Frequent,Electronics,Action,Smart TV,Low,4.3,10
1863,Nicole Butler,edward48@example.net,edward48,1975-07-08,Female,Suttonfurt,2024-01-08,2025-01-07,Monthly,Amex,Manual,Frequent,Books,Action,Smart TV,Low,3.0,5
1864,Matthew Davidson,millertimothy@example.net,millertimothy,1982-07-27,Female,Port Jamesberg,2024-03-10,2025-03-10,Annual,Amex,Auto-renew,Frequent,Clothing,Comedy,Smartphone,High,3.9,1
1865,Charles Morris,meyerdaniel@example.net,meyerdaniel,1950-05-24,Female,Jamesberg,2024-01-30,2025-01-29,Monthly,Visa,Auto-renew,Frequent,Electronics,Comedy,Tablet,Medium,4.1,1
1866,James Clark,ktodd@example.org,ktodd,1961-09-01,Female,West Bethhaven,2024-02-18,2025-02-17,Annual,Mastercard,Auto-renew,Regular,Electronics,Comedy,Smartphone,Medium,4.6,0
1867,Donna Jackson,chapmandonald@example.org,chapmandonald,1973-09-12,Female,Washingtonstad,2024-02-29,2025-02-28,Annual,Amex,Manual,Frequent,Books,Sci-Fi,Smartphone,High,4.6,5
1868,James Lutz,callahanyolanda@example.org,callahanyolanda,1990-11-21,Female,New Ashley,2024-01-26,2025-01-25,Annual,Mastercard,Auto-renew,Frequent,Books,Horror,Tablet,High,4.3,5
1869,Deborah Cardenas,markrodriguez@example.org,markrodriguez,1933-11-24,Female,Roachshire,2024-03-12,2025-03-12,Annual,Mastercard,Manual,Regular,Clothing,Drama,Smartphone,High,3.6,2
1870,Heather Gonzalez,michael80@example.org,michael80,1986-02-26,Female,Port David,2024-01-31,2025-01-30,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Smart TV,Low,3.9,7
1871,John Dunn,justin64@example.net,justin64,1982-02-18,Male,Davisport,2024-02-29,2025-02-28,Annual,Visa,Manual,Frequent,Clothing,Romance,Tablet,High,3.3,2
1872,Megan Arias,laurie50@example.net,laurie50,1991-04-16,Male,New Kennethville,2024-02-27,2025-02-26,Annual,Amex,Auto-renew,Occasional,Books,Comedy,Smart TV,Medium,3.1,8
1873,George Dean,wilsonjames@example.com,wilsonjames,1997-09-07,Male,Lake Courtneyville,2024-03-04,2025-03-04,Annual,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,Medium,4.1,10
1874,Brian Rogers,cynthiawelch@example.net,cynthiawelch,1942-08-28,Male,Port Brandiport,2024-03-18,2025-03-18,Annual,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,4.3,6
1875,Travis Conrad,samueltownsend@example.com,samueltownsend,1944-12-18,Female,Angelaview,2024-03-10,2025-03-10,Monthly,Mastercard,Manual,Regular,Books,Drama,Smart TV,Medium,4.6,3
1876,Sandra Larson,susanrojas@example.net,susanrojas,1998-09-12,Male,Johnbury,2024-02-25,2025-02-24,Annual,Mastercard,Manual,Occasional,Books,Comedy,Tablet,Medium,3.1,5
1877,Julia Chambers,karenrodriguez@example.org,karenrodriguez,2003-06-21,Female,Garrettland,2024-01-01,2024-12-31,Annual,Visa,Manual,Frequent,Electronics,Action,Smart TV,High,4.3,2
1878,Michael Harmon,waynepearson@example.net,waynepearson,1995-09-16,Female,Thompsonton,2024-03-11,2025-03-11,Monthly,Amex,Manual,Frequent,Clothing,Action,Smart TV,Medium,4.9,1
1879,Brittany Atkins,wrice@example.net,wrice,1973-04-08,Male,Huntmouth,2024-04-05,2025-04-05,Monthly,Amex,Auto-renew,Occasional,Books,Drama,Tablet,Medium,3.3,5
1880,Kyle Collins,christopher61@example.net,christopher61,1935-06-24,Male,West Molly,2024-04-10,2025-04-10,Monthly,Amex,Auto-renew,Occasional,Books,Romance,Smartphone,Medium,3.9,5
1881,Heather Green,vincentschultz@example.org,vincentschultz,1992-11-04,Female,South Kathleen,2024-03-27,2025-03-27,Annual,Amex,Manual,Frequent,Clothing,Horror,Smartphone,Medium,4.6,5
1882,Dr. Eric Moore,john38@example.net,john38,1970-04-26,Male,West Destinymouth,2024-01-25,2025-01-24,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Smart TV,High,3.0,0
1883,April Henderson,connor13@example.net,connor13,1949-03-17,Male,Johnborough,2024-03-19,2025-03-19,Annual,Visa,Auto-renew,Occasional,Electronics,Comedy,Smartphone,High,4.9,2
1884,Daniel Long,meganking@example.org,meganking,1963-10-07,Female,North Tracy,2024-02-25,2025-02-24,Annual,Visa,Auto-renew,Frequent,Electronics,Sci-Fi,Tablet,Medium,4.7,3
1885,Gary Grant,joemaxwell@example.net,joemaxwell,1947-02-25,Male,Lisafurt,2024-01-02,2025-01-01,Monthly,Amex,Manual,Regular,Books,Documentary,Tablet,Low,4.3,9
1886,Adam Miller,tduffy@example.net,tduffy,1973-12-28,Male,Lake Edwardmouth,2024-01-13,2025-01-12,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Smartphone,Medium,4.0,6
1887,Mary Jones,dford@example.com,dford,1951-06-11,Female,Kathyfurt,2024-02-25,2025-02-24,Annual,Amex,Manual,Occasional,Books,Action,Tablet,Medium,3.4,6
1888,Tammy Chandler,thughes@example.com,thughes,1988-06-03,Female,Danielleburgh,2024-01-08,2025-01-07,Monthly,Visa,Manual,Regular,Electronics,Action,Tablet,Medium,3.4,7
1889,Kaitlyn Harrison,jonesmichael@example.net,jonesmichael,1963-04-25,Male,Stewartberg,2024-01-20,2025-01-19,Annual,Amex,Auto-renew,Regular,Books,Horror,Smartphone,High,4.3,4
1890,Elizabeth Strickland,trevor54@example.com,trevor54,1992-05-23,Female,Barkerchester,2024-03-12,2025-03-12,Annual,Visa,Auto-renew,Frequent,Electronics,Sci-Fi,Smart TV,High,3.3,8
1891,Scott Morrison,jacqueline84@example.com,jacqueline84,2003-10-23,Male,Rothside,2024-02-27,2025-02-26,Annual,Amex,Auto-renew,Frequent,Electronics,Horror,Tablet,High,4.7,9
1892,Julie Perry,fordjoseph@example.net,fordjoseph,1988-10-25,Male,South Melanie,2024-03-01,2025-03-01,Annual,Amex,Manual,Frequent,Clothing,Horror,Smartphone,Low,4.1,1
1893,Alexandra Barnes,alvaradojohn@example.org,alvaradojohn,1990-11-17,Female,Lisamouth,2024-02-23,2025-02-22,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Tablet,Medium,4.1,5
1894,Caleb Hernandez,catherinewalker@example.org,catherinewalker,1957-03-28,Male,Port Katherineview,2024-01-17,2025-01-16,Monthly,Amex,Manual,Regular,Books,Documentary,Smart TV,Low,4.3,2
1895,Kimberly James,walterbenson@example.org,walterbenson,1937-08-28,Male,New Kathyton,2024-01-07,2025-01-06,Annual,Visa,Manual,Regular,Electronics,Documentary,Tablet,Low,3.6,10
1896,Jessica Wu,pottsfrances@example.net,pottsfrances,1938-11-08,Female,Shannonport,2024-03-26,2025-03-26,Annual,Visa,Auto-renew,Occasional,Clothing,Documentary,Tablet,High,3.9,8
1897,Crystal Walker,waltersapril@example.net,waltersapril,1948-09-06,Male,Jamiestad,2024-01-07,2025-01-06,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Smart TV,High,3.8,1
1898,Mary Martin,pwilliams@example.net,pwilliams,1963-07-21,Male,Lake Christopher,2024-01-31,2025-01-30,Annual,Mastercard,Auto-renew,Regular,Electronics,Romance,Smart TV,Medium,4.5,10
1899,David Cook,nmartinez@example.net,nmartinez,1999-03-13,Male,North Natalie,2024-02-27,2025-02-26,Annual,Visa,Manual,Frequent,Books,Action,Smart TV,Medium,4.9,9
1900,Sharon Jordan,john88@example.org,john88,1962-11-20,Female,Ericmouth,2024-04-08,2025-04-08,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Romance,Smartphone,High,4.7,10
1901,Lori Garcia,guzmandaniel@example.com,guzmandaniel,1965-12-05,Male,Osbornebury,2024-01-17,2025-01-16,Monthly,Visa,Manual,Regular,Books,Documentary,Tablet,High,4.5,5
1902,Joseph Cruz,lisadiaz@example.net,lisadiaz,1952-07-19,Male,Port Andrea,2024-01-07,2025-01-06,Annual,Visa,Auto-renew,Frequent,Books,Drama,Smartphone,High,3.5,10
1903,Benjamin Jones,davisdominique@example.com,davisdominique,1985-08-01,Male,Port Kelly,2024-01-10,2025-01-09,Monthly,Mastercard,Manual,Regular,Clothing,Drama,Smart TV,High,4.7,9
1904,Andrew Figueroa,turnernichole@example.net,turnernichole,1994-01-04,Male,South Austin,2024-03-12,2025-03-12,Annual,Amex,Auto-renew,Occasional,Books,Horror,Smartphone,Low,5.0,4
1905,Dylan Wright,brandonscott@example.com,brandonscott,1943-11-03,Male,Tannerton,2024-01-03,2025-01-02,Annual,Amex,Manual,Frequent,Clothing,Action,Smartphone,Medium,4.0,6
1906,Virginia Little,hlong@example.org,hlong,1989-01-24,Male,North Biancamouth,2024-02-12,2025-02-11,Annual,Mastercard,Auto-renew,Occasional,Electronics,Drama,Smart TV,Low,4.9,8
1907,Cheryl Juarez,nglover@example.net,nglover,1965-06-29,Female,Elizabethton,2024-01-30,2025-01-29,Monthly,Visa,Manual,Regular,Books,Comedy,Tablet,Medium,3.7,8
1908,Richard Anderson,doristaylor@example.net,doristaylor,1994-07-25,Female,Bowenland,2024-04-07,2025-04-07,Monthly,Visa,Auto-renew,Regular,Books,Action,Smart TV,Medium,3.3,3
1909,Laura Cortez,mercedes97@example.org,mercedes97,1989-03-28,Female,New Jefferyport,2024-02-13,2025-02-12,Monthly,Mastercard,Manual,Occasional,Electronics,Romance,Smart TV,High,3.6,1
1910,Barbara Kaiser,tinalawrence@example.net,tinalawrence,1968-03-12,Male,Jordantown,2024-04-03,2025-04-03,Annual,Visa,Auto-renew,Frequent,Electronics,Documentary,Smartphone,Low,3.8,0
1911,Ashley Griffith,wolfalejandro@example.org,wolfalejandro,1964-04-03,Male,Patrickbury,2024-01-26,2025-01-25,Annual,Visa,Manual,Frequent,Books,Action,Smartphone,Low,4.3,7
1912,Andrew Vasquez,austincrosby@example.net,austincrosby,2004-03-04,Male,Millerland,2024-01-01,2024-12-31,Annual,Amex,Manual,Occasional,Electronics,Comedy,Tablet,High,4.5,9
1913,Thomas Salazar,tiffany45@example.com,tiffany45,1948-09-04,Male,Port Melissa,2024-02-19,2025-02-18,Annual,Mastercard,Manual,Occasional,Electronics,Comedy,Smartphone,Low,4.5,0
1914,Aaron Wilson,afisher@example.com,afisher,1984-09-25,Male,Jamesborough,2024-01-06,2025-01-05,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Tablet,Medium,4.1,3
1915,Joseph Salazar,stacylopez@example.org,stacylopez,1956-10-18,Female,Port Theresaberg,2024-02-05,2025-02-04,Annual,Mastercard,Manual,Occasional,Electronics,Drama,Tablet,High,4.5,4
